id,KD,Kill,Death,Assistant,WinRate,PickRate,AvgScore,FirstBloodRate,RankEncoded,HeadshotRate,Rank
192902,0.447,25.66,7.464,4.378,64.684,1.962,52.213,0.039,2,43.59,iron_2
192930,0.499,9.789,13.839,3.852,16.185,7.224,144.108,0.044,7,62.625,silver_1
192949,0.455,8.415,42.766,6.699,12.049,26.303,182.558,0.066,9,65.154,silver_3
192954,0.916,23.808,9.821,5.126,42.107,3.102,127.962,0.127,7,62.625,silver_1
192960,0.933,4.133,12.514,1.611,31.825,3.17,50.424,0.168,1,27.161,iron_1
193009,0.612,13.803,7.76,2.803,69.351,1.237,21.96,0.092,2,43.59,iron_2
193052,0.725,14.994,27.635,10.835,33.835,0.92,109.68,0.088,5,63.014,bronze_2
193099,0.163,13.799,7.439,8.334,34.868,2.804,80.769,0.031,3,34.267,iron_3
193111,0.155,27.384,14.403,5.692,17.143,1.684,29.271,0.039,1,27.161,iron_1
193134,0.453,13.225,18.367,4.628,50.15,0.291,206.954,0.041,10,61.994,gold_1
193147,0.469,19.578,25.827,4.742,25.746,0.522,123.681,0.072,7,62.625,silver_1
193153,0.603,18.48,14.115,5.536,37.921,0.486,222.336,0.089,13,67.578,platinum_1
193174,0.138,35.252,9.186,1.391,32.194,0.427,77.196,0.028,3,34.267,iron_3
193199,0.725,26.008,8.595,9.637,49.353,6.977,215.887,0.134,12,61.989,gold_3
193209,0.62,25.88,8.337,8.454,60.01,5.592,429.496,0.144,19,71.37,ascendant_1
193269,0.683,12.762,6.876,1.998,23.154,0.897,99.955,0.097,5,63.014,bronze_2
193272,0.672,13.595,7.056,3.676,24.479,0.418,140.33,0.102,7,62.625,silver_1
193290,0.748,5.969,36.104,3.463,16.767,0.986,384.844,0.161,18,77.2,diamond_3
193317,0.586,26.232,8.342,2.191,61.122,6.745,401.908,0.299,19,71.37,ascendant_1
193360,0.615,7.001,13.987,5.234,31.885,7.821,162.025,0.062,9,65.154,silver_3
193412,0.447,4.975,5.567,2.577,40.319,11.237,394.592,0.041,19,71.37,ascendant_1
193434,0.67,6.853,11.103,4.859,35.566,10.24,283.746,0.219,15,75.409,platinum_3
193439,0.63,17.552,8.652,3.363,67.382,6.802,283.126,0.254,14,70.726,platinum_2
193470,0.263,5.381,5.098,8.803,35.785,51.837,220.876,0.176,11,66.234,gold_2
193478,0.793,11.08,18.167,3.599,47.025,3.223,341.03,0.169,17,74.823,diamond_2
193505,0.55,10.708,17.989,4.913,7.023,6.147,390.619,0.212,18,77.2,diamond_3
193552,0.4,4.127,30.309,3.589,11.141,3.741,38.241,0.131,1,27.161,iron_1
193591,0.608,0.959,36.154,1.324,6.302,2.927,128.858,0.293,7,62.625,silver_1
193654,0.582,8.392,7.202,9.836,74.183,2.925,165.94,0.06,8,57.784,silver_2
193685,0.619,15.396,17.606,1.537,36.981,2.084,153.709,0.032,9,65.154,silver_3
193701,0.934,28.235,6.44,0.715,37.166,0.84,138.109,0.021,7,62.625,silver_1
193703,0.654,26.306,3.791,0.613,27.206,1.147,124.416,0.017,7,62.625,silver_1
193728,0.444,16.675,9.171,6.39,11.924,3.825,73.684,0.051,3,34.267,iron_3
193749,0.187,16.033,4.53,1.431,9.508,2.974,15.951,0.056,1,27.161,iron_1
193755,0.726,17.821,10.915,4.762,25.407,1.589,202.035,0.188,11,66.234,gold_2
193798,0.383,23.339,16.767,8.643,92.612,1.968,228.453,0.077,12,61.989,gold_3
193839,0.873,14.584,7.145,7.094,68.26,1.788,158.397,0.058,8,57.784,silver_2
193871,0.14,28.349,6.836,14.955,18.449,2.009,102.998,0.016,5,63.014,bronze_2
193901,0.159,18.043,17.114,3.523,38.819,0.363,306.595,0.198,16,72.558,diamond_1
193931,0.351,3.952,8.877,12.711,8.884,4.637,307.635,0.209,16,72.558,diamond_1
193983,0.381,1.91,7.67,4.088,19.367,0.279,125.86,0.086,7,62.625,silver_1
194018,0.369,35.172,33.52,7.051,71.079,1.604,379.737,0.025,17,74.823,diamond_2
194026,0.389,27.046,37.66,6.846,96.366,1.687,286.684,0.054,14,70.726,platinum_2
194035,0.617,12.755,13.558,5.918,48.889,5.528,387.04,0.051,19,71.37,ascendant_1
194056,0.88,12.427,5.137,5.445,69.711,3.504,212.148,0.061,12,61.989,gold_3
194067,0.649,11.599,5.262,10.038,81.232,2.714,351.374,0.071,17,74.823,diamond_2
194129,0.615,10.772,30.892,10.418,63.472,8.123,65.404,0.097,2,43.59,iron_2
194144,0.4,11.617,36.627,11.511,48.347,5.102,46.638,0.08,2,43.59,iron_2
194158,0.739,10.681,15.732,3.914,18.389,7.595,209.298,0.126,11,66.234,gold_2
194181,0.439,36.675,19.622,5.136,27.605,5.168,153.176,0.442,9,65.154,silver_3
194182,0.5,33.008,20.799,6.42,24.292,4.858,127.136,0.561,7,62.625,silver_1
194212,0.654,6.874,31.702,3.425,41.312,0.756,108.188,0.031,5,63.014,bronze_2
194236,0.707,9.373,16.279,14.437,48.544,22.171,127.523,0.198,6,41.191,bronze_3
194350,0.172,4.805,24.766,3.6,44.672,6.621,632.214,0.176,22,85.93,immortal_1
194354,0.88,11.469,13.024,6.382,48.991,4.725,137.69,0.083,7,62.625,silver_1
194408,0.458,21.717,10.445,3.241,17.174,2.843,92.18,0.15,5,63.014,bronze_2
194421,0.557,16.16,19.959,1.588,32.997,1.463,341.237,0.128,18,77.2,diamond_3
194439,0.409,19.026,6.135,2.304,66.597,6.402,153.349,0.189,8,57.784,silver_2
194532,0.715,28.396,33.354,13.946,7.866,0.731,456.588,0.481,20,77.453,ascendant_2
194600,0.686,21.913,17.416,4.529,59.24,2.631,364.584,0.094,17,74.823,diamond_2
194603,0.585,28.524,9.62,7.15,60.386,3.498,268.172,0.055,14,70.726,platinum_2
194712,0.789,5.484,6.067,2.255,16.632,3.255,184.847,0.391,9,65.154,silver_3
194777,0.641,18.195,5.731,11.28,26.983,4.172,621.055,0.073,22,85.93,immortal_1
194803,0.738,12.105,9.833,3.802,54.115,1.954,173.861,0.286,10,61.994,gold_1
194853,0.171,19.386,21.809,4.649,55.521,4.328,345.731,0.4,17,74.823,diamond_2
194859,0.326,15.973,12.84,3.045,30.589,11.05,323.201,0.777,16,72.558,diamond_1
195008,0.328,12.598,10.139,4.861,80.531,7.647,249.466,0.151,12,61.989,gold_3
195016,0.573,11.003,7.891,3.19,56.834,11.052,302.944,0.183,16,72.558,diamond_1
195042,0.561,9.109,16.775,5.315,62.943,6.207,106.082,0.053,6,41.191,bronze_3
195094,0.514,43.385,14.675,2.753,42.819,3.265,163.332,0.125,9,65.154,silver_3
195135,0.455,31.587,26.502,2.769,88.305,1.143,229.793,0.056,12,61.989,gold_3
195150,0.176,13.262,37.678,3.057,39.142,1.884,148.626,0.047,7,62.625,silver_1
195152,0.2,27.027,31.263,2.891,36.299,0.695,226.371,0.055,13,67.578,platinum_1
195173,0.279,5.827,7.49,9.44,35.132,7.301,62.964,0.054,3,34.267,iron_3
195238,0.829,15.591,10.65,4.547,32.941,0.276,136.814,0.104,7,62.625,silver_1
195277,0.766,10.441,13.616,14.337,50.968,1.894,185.322,0.056,10,61.994,gold_1
195288,0.804,5.735,9.138,7.164,42.183,0.92,118.665,0.06,5,63.014,bronze_2
195321,0.681,18.137,21.26,3.879,77.043,5.122,230.757,0.143,12,61.989,gold_3
195327,0.482,13.629,39.064,5.204,43.716,4.03,374.822,0.115,18,77.2,diamond_3
195372,0.62,17.843,15.781,6.467,71.711,2.17,847.005,0.113,24,92.798,immortal_3
195392,0.619,18.496,19.191,3.394,37.945,1.077,794.311,0.069,24,92.798,immortal_3
195394,0.749,18.249,16.582,8.976,28.582,2.692,383.685,0.076,18,77.2,diamond_3
195489,0.706,9.12,39.367,8.051,29.55,0.841,198.712,0.066,11,66.234,gold_2
195520,0.834,34.243,23.557,3.964,33.0,1.951,252.337,0.099,13,67.578,platinum_1
195557,0.726,24.126,15.828,8.079,17.819,0.397,103.125,0.058,5,63.014,bronze_2
195582,0.215,29.533,5.5,4.59,34.017,0.184,96.144,0.04,5,63.014,bronze_2
195597,0.711,6.94,6.716,6.013,56.741,3.232,145.89,0.058,8,57.784,silver_2
195656,0.268,10.429,11.275,2.544,96.391,8.312,230.253,0.369,12,61.989,gold_3
195694,0.378,10.911,38.416,7.089,28.653,3.55,303.577,0.092,16,72.558,diamond_1
195732,0.268,49.467,7.207,4.049,38.207,2.398,168.93,0.108,9,65.154,silver_3
195745,0.139,23.099,5.185,4.288,25.546,3.861,67.446,0.108,3,34.267,iron_3
195803,0.73,17.524,9.707,6.309,63.985,3.644,166.592,0.164,8,57.784,silver_2
195852,0.693,12.896,9.57,10.235,24.366,3.933,281.52,0.046,15,75.409,platinum_3
195927,0.817,12.41,16.095,6.097,21.91,5.055,464.234,0.099,20,77.453,ascendant_2
195969,0.622,9.576,14.931,10.442,98.204,4.238,385.25,0.063,17,74.823,diamond_2
195995,0.445,8.757,29.181,4.212,54.383,5.131,187.721,0.114,10,61.994,gold_1
196027,0.457,10.892,29.529,9.533,86.153,5.754,30.351,0.017,2,43.59,iron_2
196040,0.423,15.81,15.539,7.519,22.792,2.314,174.11,0.158,9,65.154,silver_3
196101,0.356,9.722,21.374,20.372,39.126,0.392,75.183,0.223,3,34.267,iron_3
196130,0.235,17.874,29.704,30.621,53.291,2.892,53.289,0.038,2,43.59,iron_2
196180,0.601,4.557,16.768,1.458,41.255,2.312,270.228,0.035,15,75.409,platinum_3
196214,0.915,7.114,10.132,14.037,38.196,0.755,517.281,0.183,21,76.287,ascendant_3
196263,0.25,25.421,8.432,2.28,7.554,1.574,96.378,0.087,5,63.014,bronze_2
196278,0.608,21.659,7.035,4.937,60.706,1.371,131.756,0.202,6,41.191,bronze_3
196304,0.187,15.911,1.275,17.379,44.516,0.925,88.914,0.088,4,53.409,bronze_1
196355,0.613,11.319,19.29,5.146,71.018,2.098,260.043,0.138,14,70.726,platinum_2
196386,0.716,4.405,18.054,6.602,43.48,5.649,144.013,0.52,7,62.625,silver_1
196411,0.376,8.635,8.467,1.783,43.127,9.486,197.464,0.11,11,66.234,gold_2
196436,0.738,7.813,32.159,9.878,22.14,2.938,297.198,0.063,16,72.558,diamond_1
196439,0.488,16.878,19.763,18.897,17.34,3.327,151.951,0.056,9,65.154,silver_3
196519,0.637,5.941,16.002,3.466,40.194,7.263,98.798,0.076,5,63.014,bronze_2
196556,0.572,13.84,18.769,2.129,59.176,10.961,174.471,0.209,10,61.994,gold_1
196583,0.293,3.769,9.602,3.49,16.642,11.229,40.402,0.184,1,27.161,iron_1
196625,0.485,3.988,37.226,1.438,29.557,1.718,600.978,0.048,22,85.93,immortal_1
196644,0.498,14.085,5.484,3.061,34.664,5.512,122.038,0.132,7,62.625,silver_1
196714,0.926,10.162,13.559,7.586,70.179,1.851,208.976,0.094,12,61.989,gold_3
196753,0.814,14.314,19.73,8.193,44.352,4.244,184.527,0.065,10,61.994,gold_1
196755,0.582,17.988,10.353,11.75,19.647,3.947,145.076,0.067,7,62.625,silver_1
196785,0.427,22.415,15.925,3.716,25.27,6.094,504.332,0.053,21,76.287,ascendant_3
196811,0.608,8.083,10.455,5.674,47.455,10.303,180.124,0.054,10,61.994,gold_1
196878,0.672,12.915,10.978,2.698,58.616,1.972,265.954,0.035,14,70.726,platinum_2
196891,0.516,8.252,7.779,3.791,34.512,0.764,145.641,0.045,7,62.625,silver_1
196946,0.327,4.016,1.022,3.371,9.772,4.427,514.803,0.096,21,76.287,ascendant_3
197122,0.584,13.285,25.945,2.912,18.279,0.81,201.063,0.042,11,66.234,gold_2
197169,0.261,36.946,9.523,30.267,59.931,2.126,57.002,0.137,2,43.59,iron_2
197177,0.234,47.01,12.516,43.664,49.965,1.825,82.762,0.307,4,53.409,bronze_1
197200,0.475,20.137,5.168,7.255,57.56,4.202,160.856,0.065,8,57.784,silver_2
197207,0.354,18.271,4.812,3.062,47.096,4.377,114.752,0.072,6,41.191,bronze_3
197234,0.6,18.681,15.462,8.842,56.885,13.142,282.631,0.058,14,70.726,platinum_2
197254,0.652,28.17,5.376,20.746,40.154,22.819,255.945,0.063,13,67.578,platinum_1
197281,0.6,17.95,9.149,1.817,33.385,3.389,75.089,0.222,3,34.267,iron_3
197284,0.65,19.571,10.006,1.574,29.831,3.509,79.934,0.166,3,34.267,iron_3
197292,0.515,6.628,27.593,1.793,33.461,4.123,146.501,0.211,7,62.625,silver_1
197323,0.437,15.145,25.144,3.771,29.394,4.057,181.852,0.025,9,65.154,silver_3
197383,0.465,24.745,14.476,16.756,54.352,5.877,91.402,0.363,4,53.409,bronze_1
197384,0.386,19.301,11.581,14.745,63.048,5.172,86.832,0.381,4,53.409,bronze_1
197389,0.393,13.277,21.431,21.928,44.54,6.48,26.268,0.171,1,27.161,iron_1
197420,0.44,1.732,14.74,9.407,51.921,3.738,100.491,0.069,4,53.409,bronze_1
197424,0.388,1.375,24.321,7.275,49.16,5.106,142.818,0.093,8,57.784,silver_2
197461,0.306,3.047,8.731,3.854,57.012,5.575,481.499,0.06,20,77.453,ascendant_2
197508,0.379,6.789,14.447,3.433,47.768,3.64,43.383,0.294,2,43.59,iron_2
197525,0.339,42.155,4.635,7.457,54.167,5.42,51.736,0.075,2,43.59,iron_2
197577,0.441,7.956,35.559,10.315,79.818,1.423,215.24,0.048,12,61.989,gold_3
197724,0.281,23.76,22.422,1.625,32.852,5.043,103.457,0.229,5,63.014,bronze_2
197738,0.142,13.383,14.796,0.713,11.929,9.209,76.19,0.338,3,34.267,iron_3
197802,0.744,19.095,25.095,1.173,79.732,1.137,220.673,0.109,12,61.989,gold_3
197803,0.557,28.667,34.164,1.256,83.178,2.417,116.71,0.101,6,41.191,bronze_3
197883,0.74,10.945,17.661,1.635,60.257,0.969,85.9,0.077,4,53.409,bronze_1
197908,0.533,8.244,32.143,0.872,48.3,0.811,66.24,0.072,3,34.267,iron_3
197913,0.537,19.863,10.803,11.58,43.495,2.884,138.432,0.111,7,62.625,silver_1
197975,0.547,4.545,11.005,9.926,41.752,0.315,169.474,0.05,9,65.154,silver_3
198034,0.975,16.87,22.779,8.617,79.537,3.516,116.7,0.075,6,41.191,bronze_3
198080,0.573,23.219,6.15,7.648,42.189,7.834,221.527,0.123,12,61.989,gold_3
198112,0.495,7.786,5.772,8.77,59.568,0.64,640.88,0.105,23,90.551,immortal_2
198127,0.577,3.612,29.71,5.476,32.479,27.278,183.195,0.079,9,65.154,silver_3
198131,0.931,1.922,35.6,5.702,29.346,11.911,224.506,0.05,13,67.578,platinum_1
198156,0.384,19.78,16.411,4.978,31.99,4.732,181.774,0.128,9,65.154,silver_3
198159,0.523,10.173,10.27,13.305,37.261,3.285,241.1,0.225,13,67.578,platinum_1
198166,0.739,7.08,6.29,6.455,25.941,5.602,252.055,0.148,13,67.578,platinum_1
198299,0.206,22.86,12.107,0.687,16.04,6.805,132.844,0.063,7,62.625,silver_1
198317,0.745,18.659,19.979,7.556,38.896,1.881,392.052,0.061,19,71.37,ascendant_1
198329,0.259,6.779,7.496,3.668,37.847,1.814,222.812,0.088,13,67.578,platinum_1
198378,0.832,9.592,15.434,19.042,42.727,0.705,126.282,0.027,7,62.625,silver_1
198400,0.903,21.49,15.92,14.795,34.414,4.503,167.359,0.199,9,65.154,silver_3
198473,0.821,16.273,15.325,7.529,47.511,2.644,305.51,0.08,16,72.558,diamond_1
198540,0.844,3.866,2.572,3.053,23.96,14.313,173.217,0.05,9,65.154,silver_3
198576,0.281,15.011,11.723,4.006,20.163,4.549,117.972,0.423,5,63.014,bronze_2
198639,0.606,18.436,24.21,11.967,84.024,1.996,133.52,0.081,6,41.191,bronze_3
198694,0.902,21.417,13.749,6.035,46.632,1.407,334.481,0.093,17,74.823,diamond_2
198724,0.586,9.49,17.928,5.321,25.497,2.131,111.489,0.05,5,63.014,bronze_2
198725,0.738,9.326,12.471,5.418,21.396,0.908,191.339,0.055,11,66.234,gold_2
198743,0.52,7.451,4.67,7.507,10.803,2.073,51.109,0.056,1,27.161,iron_1
198769,0.667,21.816,15.716,2.529,25.114,0.582,213.351,0.058,11,66.234,gold_2
198777,0.751,11.341,7.933,1.698,7.567,0.224,74.754,0.045,3,34.267,iron_3
198801,0.744,9.543,19.969,12.092,33.97,7.209,170.179,0.077,9,65.154,silver_3
198804,0.708,14.56,22.269,22.679,32.169,6.567,213.047,0.05,11,66.234,gold_2
198933,0.223,24.878,24.854,3.343,33.362,17.498,388.738,0.06,19,71.37,ascendant_1
198935,0.154,22.107,25.314,2.059,46.639,18.921,347.562,0.078,17,74.823,diamond_2
199057,0.261,23.92,7.498,12.17,28.559,9.38,206.877,0.136,11,66.234,gold_2
199089,0.753,4.987,10.293,2.26,59.648,2.659,192.546,0.1,10,61.994,gold_1
199139,0.118,14.972,1.797,1.877,47.78,1.254,246.255,0.151,13,67.578,platinum_1
199163,0.688,12.67,15.485,6.671,38.344,2.493,134.552,0.103,7,62.625,silver_1
199289,0.642,9.376,21.016,11.708,67.275,4.064,197.254,0.238,10,61.994,gold_1
199292,0.551,4.32,11.253,21.721,63.578,3.462,167.7,0.296,8,57.784,silver_2
199302,0.681,5.333,36.111,30.383,62.769,1.504,177.073,0.13,10,61.994,gold_1
199356,0.719,11.244,17.873,5.004,22.921,0.873,159.388,0.08,9,65.154,silver_3
199364,0.336,14.907,19.571,7.637,56.441,0.529,483.192,0.086,20,77.453,ascendant_2
199388,0.305,27.941,3.434,34.998,46.358,0.87,317.1,0.051,16,72.558,diamond_1
199406,0.749,14.745,11.921,2.949,28.113,1.439,475.113,0.042,20,77.453,ascendant_2
199446,0.248,8.906,31.914,8.183,56.43,1.892,107.685,0.053,6,41.191,bronze_3
199451,0.539,5.845,18.521,16.253,53.877,5.025,92.296,0.049,4,53.409,bronze_1
199471,0.337,2.352,9.017,13.59,30.402,12.743,42.474,0.019,1,27.161,iron_1
199490,0.76,12.074,4.763,9.717,62.459,0.488,132.795,0.206,6,41.191,bronze_3
199496,0.357,5.715,6.976,16.101,59.512,0.826,114.965,0.321,6,41.191,bronze_3
199543,0.517,8.021,30.943,4.02,50.067,0.334,112.331,0.081,6,41.191,bronze_3
199592,0.226,2.233,25.296,8.398,32.153,0.727,193.487,0.105,11,66.234,gold_2
199598,0.599,12.647,8.574,2.204,60.853,7.576,264.278,0.136,14,70.726,platinum_2
199605,0.713,16.616,12.557,3.438,91.003,5.87,451.636,0.19,20,77.453,ascendant_2
199663,0.66,26.801,9.27,12.628,65.168,8.463,474.482,0.029,20,77.453,ascendant_2
199688,0.332,8.921,29.73,5.164,21.196,6.623,90.58,0.121,5,63.014,bronze_2
199709,0.215,7.844,33.618,5.994,17.46,2.979,88.986,0.116,3,34.267,iron_3
199732,0.242,14.867,35.699,2.546,30.125,3.824,189.059,0.049,11,66.234,gold_2
199765,0.518,13.445,12.547,3.266,8.046,5.049,412.953,0.136,19,71.37,ascendant_1
199810,0.385,9.322,29.068,2.322,37.908,3.889,196.968,0.082,11,66.234,gold_2
199812,0.639,8.387,18.479,1.968,63.159,2.705,306.146,0.101,16,72.558,diamond_1
199916,0.689,9.509,11.877,6.033,63.985,3.693,311.611,0.063,16,72.558,diamond_1
199929,0.197,3.229,10.724,11.605,59.834,4.012,154.582,0.073,8,57.784,silver_2
199955,0.905,11.219,13.151,8.668,42.24,2.355,141.58,0.132,7,62.625,silver_1
200014,0.848,13.177,17.105,2.278,64.359,10.713,150.813,0.294,8,57.784,silver_2
200016,0.429,17.071,6.583,2.496,58.134,6.046,267.406,0.124,14,70.726,platinum_2
200047,0.593,18.112,30.707,9.85,16.185,3.494,160.645,0.065,9,65.154,silver_3
200060,0.266,7.817,16.988,7.102,30.032,2.282,71.164,0.074,3,34.267,iron_3
200119,0.531,35.17,17.14,3.716,23.661,1.253,191.507,0.079,11,66.234,gold_2
200175,0.292,38.431,3.223,3.807,24.743,2.438,347.337,0.262,18,77.2,diamond_3
200178,0.328,26.712,2.794,3.867,18.44,1.699,285.358,0.374,15,75.409,platinum_3
200197,0.782,10.963,29.818,3.382,37.398,1.733,193.387,0.139,11,66.234,gold_2
200219,0.755,12.977,27.135,7.314,24.307,1.899,176.008,0.174,9,65.154,silver_3
200254,0.598,11.305,6.4,2.755,37.806,0.951,314.32,0.098,16,72.558,diamond_1
200278,0.944,18.442,26.605,6.568,54.016,3.75,347.809,0.046,17,74.823,diamond_2
200280,0.465,11.087,13.591,4.017,46.771,2.081,396.378,0.046,19,71.37,ascendant_1
200287,0.451,12.763,17.483,5.648,59.341,1.617,322.018,0.038,17,74.823,diamond_2
200306,0.212,10.492,8.714,7.313,56.416,2.754,210.156,0.044,12,61.989,gold_3
200428,0.415,8.42,14.224,2.519,51.456,0.359,41.171,0.024,2,43.59,iron_2
200506,0.812,6.053,6.909,8.005,16.749,2.559,236.31,0.073,13,67.578,platinum_1
200526,0.303,14.538,17.383,4.775,55.116,18.869,263.387,0.033,14,70.726,platinum_2
200693,0.406,7.935,3.552,2.87,81.374,11.063,149.198,0.053,8,57.784,silver_2
200732,0.382,7.981,5.24,2.226,16.576,4.645,308.499,0.07,16,72.558,diamond_1
200753,0.773,15.587,26.01,3.085,48.858,10.835,305.532,0.165,16,72.558,diamond_1
200759,0.903,17.461,22.572,5.502,23.541,13.13,226.19,0.06,13,67.578,platinum_1
200763,0.837,8.494,21.984,4.879,30.968,19.251,99.646,0.058,5,63.014,bronze_2
200817,0.362,7.62,5.084,1.548,46.136,6.884,60.978,0.042,2,43.59,iron_2
200822,0.294,8.642,4.762,1.631,56.255,5.512,109.67,0.032,6,41.191,bronze_3
200894,0.402,23.303,2.91,2.251,23.421,4.683,40.996,0.038,1,27.161,iron_1
200947,0.389,2.591,20.885,4.924,23.104,0.315,337.272,0.061,18,77.2,diamond_3
200981,0.69,7.427,7.16,0.37,56.696,3.413,371.989,0.022,18,77.2,diamond_3
201024,0.822,35.281,2.33,1.993,8.019,1.73,46.573,0.115,1,27.161,iron_1
201032,0.444,42.058,4.122,1.944,7.127,1.341,36.478,0.137,1,27.161,iron_1
201101,0.13,19.811,36.751,6.113,33.756,0.496,40.285,0.039,1,27.161,iron_1
201117,0.724,14.306,9.309,3.981,23.846,4.601,287.372,0.086,15,75.409,platinum_3
201135,0.26,11.258,17.719,1.855,52.722,8.75,776.204,0.047,24,92.798,immortal_3
201194,0.961,10.31,12.552,11.998,96.982,9.123,163.199,0.077,8,57.784,silver_2
201244,0.324,5.066,5.277,2.76,96.077,4.646,122.54,0.106,6,41.191,bronze_3
201263,0.457,4.478,2.078,2.991,45.766,2.155,440.672,0.184,20,77.453,ascendant_2
201299,0.339,7.998,45.429,1.58,9.465,2.908,162.087,0.064,9,65.154,silver_3
201348,0.68,3.037,15.974,3.106,51.755,0.769,152.537,0.047,8,57.784,silver_2
201471,0.228,4.442,22.525,3.536,25.673,4.08,652.495,0.023,23,90.551,immortal_2
201553,0.731,12.349,18.258,4.929,63.301,13.732,364.513,0.133,17,74.823,diamond_2
201566,0.65,28.354,26.436,4.327,31.129,9.931,70.077,0.051,3,34.267,iron_3
201575,0.523,29.935,37.385,7.825,75.943,4.978,109.414,0.055,6,41.191,bronze_3
201636,0.693,10.466,29.877,1.932,25.007,3.632,247.951,0.049,13,67.578,platinum_1
201637,0.944,12.215,18.994,4.639,25.52,2.569,320.902,0.075,16,72.558,diamond_1
201646,0.91,8.748,9.74,1.312,25.81,1.73,225.356,0.079,13,67.578,platinum_1
201685,0.719,16.449,7.101,0.968,25.386,1.235,300.806,0.05,16,72.558,diamond_1
201705,0.242,8.364,6.565,1.723,73.767,0.563,69.976,0.071,4,53.409,bronze_1
201823,0.894,19.175,7.043,14.907,27.552,1.78,114.11,0.058,5,63.014,bronze_2
201825,0.436,21.607,10.533,12.271,38.894,1.425,81.255,0.081,3,34.267,iron_3
201864,0.307,9.283,33.656,4.486,58.795,10.765,259.755,0.097,14,70.726,platinum_2
201918,0.286,8.382,25.954,8.023,36.269,0.713,120.929,0.166,7,62.625,silver_1
201940,0.336,8.779,19.79,2.515,23.025,0.986,161.6,0.038,9,65.154,silver_3
201970,0.851,13.001,33.212,2.558,96.183,0.51,55.518,0.107,2,43.59,iron_2
201984,0.525,4.335,37.892,2.93,76.197,0.213,72.509,0.077,4,53.409,bronze_1
201988,0.348,4.394,34.288,2.443,42.035,0.31,65.171,0.06,3,34.267,iron_3
202012,0.768,16.506,16.007,7.556,76.83,13.993,423.248,0.074,19,71.37,ascendant_1
202017,0.736,9.129,7.788,10.946,62.516,7.555,284.041,0.081,14,70.726,platinum_2
202034,0.762,19.282,9.703,4.843,76.598,4.876,253.32,0.098,14,70.726,platinum_2
202039,0.906,11.618,8.469,5.429,57.137,4.965,100.424,0.13,4,53.409,bronze_1
202068,0.658,7.381,10.978,5.858,25.468,13.615,141.436,0.059,7,62.625,silver_1
202118,0.393,20.112,9.988,4.356,44.608,7.786,146.188,0.137,7,62.625,silver_1
202121,0.556,12.692,26.646,3.875,39.762,6.788,171.927,0.086,9,65.154,silver_3
202184,0.357,17.949,4.07,2.933,77.685,16.796,128.208,0.028,6,41.191,bronze_3
202191,0.271,10.734,4.897,7.635,71.915,13.893,271.726,0.017,14,70.726,platinum_2
202201,0.787,27.236,18.797,4.511,40.168,1.653,175.391,0.455,9,65.154,silver_3
202206,0.545,26.268,22.724,2.754,57.141,0.837,105.288,0.216,6,41.191,bronze_3
202241,0.631,15.035,34.418,9.605,77.803,18.911,276.288,0.059,14,70.726,platinum_2
202311,0.768,17.448,0.56,3.811,44.743,0.332,195.784,0.086,10,61.994,gold_1
202314,0.697,19.222,11.722,6.914,39.777,4.315,342.577,0.06,18,77.2,diamond_3
202375,0.733,5.723,7.894,4.684,6.085,2.396,316.329,0.11,16,72.558,diamond_1
202430,0.637,2.804,20.419,1.138,40.502,10.943,351.982,0.081,18,77.2,diamond_3
202437,0.918,6.776,6.101,5.826,31.813,5.207,143.117,0.076,7,62.625,silver_1
202477,0.691,15.694,10.349,4.955,71.609,2.123,167.176,0.165,8,57.784,silver_2
202485,0.297,26.509,6.785,4.984,76.971,1.291,368.302,0.152,17,74.823,diamond_2
202488,0.245,31.809,11.531,5.063,88.942,1.69,565.894,0.14,22,85.93,immortal_1
202497,0.203,18.23,13.414,5.113,58.017,1.743,608.645,0.068,22,85.93,immortal_1
202533,0.649,6.954,11.516,4.929,95.461,3.339,106.337,0.104,4,53.409,bronze_1
202538,0.739,6.302,8.391,7.651,41.292,2.935,63.157,0.061,3,34.267,iron_3
202541,0.397,11.665,11.202,3.996,61.994,2.208,154.436,0.111,8,57.784,silver_2
202593,0.708,13.8,7.459,4.462,45.392,3.16,127.574,0.107,6,41.191,bronze_3
202621,0.186,4.035,2.912,0.932,8.742,4.088,180.542,0.09,9,65.154,silver_3
202650,0.764,10.281,11.67,3.971,64.918,2.818,436.065,0.047,19,71.37,ascendant_1
202670,0.192,8.682,20.758,10.359,45.801,7.823,253.404,0.089,13,67.578,platinum_1
202819,0.46,27.943,7.449,4.425,50.184,7.357,739.845,0.094,24,92.798,immortal_3
202863,0.749,9.287,7.926,1.373,16.388,7.663,100.987,0.131,5,63.014,bronze_2
202888,0.261,35.871,10.867,6.567,25.434,5.355,158.347,0.048,9,65.154,silver_3
202889,0.333,29.858,15.76,5.622,26.708,4.69,65.466,0.03,3,34.267,iron_3
202923,0.645,8.055,16.165,2.125,52.406,16.23,181.359,0.186,10,61.994,gold_1
202982,0.62,6.295,4.062,7.898,34.089,3.183,71.757,0.107,3,34.267,iron_3
203063,0.67,20.743,4.056,9.831,26.988,3.07,127.514,0.051,7,62.625,silver_1
203097,0.304,6.541,4.771,6.483,37.413,10.533,455.367,0.073,20,77.453,ascendant_2
203149,0.647,12.54,3.925,1.296,11.978,5.007,172.096,0.146,9,65.154,silver_3
